Index Name,Date,Open,High,Low,Close
NIFTY 50,29-08-2024,25035.3,25192.9,24998.5,25151.95
NIFTY 50,28-08-2024,25030.8,25129.6,24964.65,25052.35
NIFTY 50,27-08-2024,25024.8,25073.1,24973.65,25017.75
NIFTY 50,26-08-2024,24906.1,25043.8,24874.7,25010.6
NIFTY 50,23-08-2024,24845.4,24858.4,24771.65,24823.15
NIFTY 50,22-08-2024,24863.4,24867.35,24784.45,24811.5
NIFTY 50,21-08-2024,24680.55,24787.95,24654.5,24770.2
NIFTY 50,20-08-2024,24648.9,24734.3,24607.2,24698.85
NIFTY 50,19-08-2024,24636.35,24638.8,24522.95,24572.65
NIFTY 50,16-08-2024,24334.85,24563.9,24204.5,24541.15
NIFTY 50,14-08-2024,24184.4,24196.5,24099.7,24143.75
NIFTY 50,13-08-2024,24342.35,24359.95,24116.5,24139.0
NIFTY 50,12-08-2024,24320.05,24472.8,24212.1,24347.0
NIFTY 50,09-08-2024,24386.85,24419.75,24311.2,24367.5
NIFTY 50,08-08-2024,24248.55,24340.5,24079.7,24117.0
NIFTY 50,07-08-2024,24289.4,24337.7,24184.9,24297.5
NIFTY 50,06-08-2024,24189.85,24382.6,23960.4,23992.55
NIFTY 50,05-08-2024,24302.85,24350.05,23893.7,24055.6
NIFTY 50,02-08-2024,24789.0,24851.9,24686.85,24717.7
NIFTY 50,01-08-2024,25030.95,25078.3,24956.4,25010.9
NIFTY 50,31-07-2024,24886.7,24984.6,24856.5,24951.15
NIFTY 50,30-07-2024,24839.4,24971.75,24798.65,24857.3
NIFTY 50,29-07-2024,24943.3,24999.75,24774.6,24836.1
NIFTY 50,26-07-2024,24423.35,24861.15,24410.9,24834.85
NIFTY 50,25-07-2024,24230.95,24426.15,24210.8,24406.1
NIFTY 50,24-07-2024,24444.95,24504.25,24307.25,24413.5
NIFTY 50,23-07-2024,24568.9,24582.55,24074.2,24479.05
NIFTY 50,22-07-2024,24445.75,24595.2,24362.3,24509.25
NIFTY 50,19-07-2024,24853.8,24854.8,24508.15,24530.9
NIFTY 50,18-07-2024,24543.8,24837.75,24504.45,24800.85
NIFTY 50,16-07-2024,24615.9,24661.25,24587.65,24613.0
NIFTY 50,15-07-2024,24587.6,24635.05,24522.75,24586.7
NIFTY 50,12-07-2024,24387.95,24592.2,24331.15,24502.15
NIFTY 50,11-07-2024,24396.55,24402.65,24193.75,24315.95
NIFTY 50,10-07-2024,24459.85,24461.05,24141.8,24324.45
NIFTY 50,09-07-2024,24351.0,24443.6,24331.9,24433.2
NIFTY 50,08-07-2024,24329.45,24344.6,24240.55,24320.55
NIFTY 50,05-07-2024,24213.35,24363.0,24168.85,24323.85
NIFTY 50,04-07-2024,24369.95,24401.0,24281.0,24302.15
NIFTY 50,03-07-2024,24291.75,24309.15,24207.1,24286.5
NIFTY 50,02-07-2024,24228.75,24236.35,24056.4,24123.85
NIFTY 50,01-07-2024,23992.95,24164.0,23992.7,24141.95
NIFTY 50,28-06-2024,24085.9,24174.0,23985.8,24010.6
NIFTY 50,27-06-2024,23881.55,24087.45,23805.4,24044.5
NIFTY 50,26-06-2024,23723.1,23889.9,23670.45,23868.8
NIFTY 50,25-06-2024,23577.1,23754.15,23562.05,23721.3
NIFTY 50,24-06-2024,23382.3,23558.1,23350.0,23537.85
NIFTY 50,21-06-2024,23661.15,23667.1,23398.2,23501.1
NIFTY 50,20-06-2024,23586.15,23624.0,23442.6,23567.0
NIFTY 50,19-06-2024,23629.85,23664.0,23412.9,23516.0
NIFTY 50,18-06-2024,23570.8,23579.05,23499.7,23557.9
NIFTY 50,14-06-2024,23464.95,23490.4,23334.25,23465.6
NIFTY 50,13-06-2024,23480.95,23481.05,23353.9,23398.9
NIFTY 50,12-06-2024,23344.45,23441.95,23295.95,23322.95
NIFTY 50,11-06-2024,23283.75,23389.45,23206.65,23264.85
NIFTY 50,10-06-2024,23319.15,23411.9,23227.15,23259.2
NIFTY 50,07-06-2024,22821.85,23320.2,22789.05,23290.15
NIFTY 50,06-06-2024,22798.6,22910.15,22642.6,22821.4
NIFTY 50,05-06-2024,22128.35,22670.4,21791.95,22620.35
NIFTY 50,04-06-2024,23179.5,23179.5,21281.45,21884.5
NIFTY 50,03-06-2024,23337.9,23338.7,23062.3,23263.9
NIFTY 50,31-05-2024,22568.1,22653.75,22465.1,22530.7
NIFTY 50,30-05-2024,22617.45,22705.75,22417.0,22488.65
NIFTY 50,29-05-2024,22762.75,22825.5,22685.45,22704.7
NIFTY 50,28-05-2024,22977.15,22998.55,22858.5,22888.15
NIFTY 50,27-05-2024,23038.95,23110.8,22871.2,22932.45
NIFTY 50,24-05-2024,22930.75,23026.4,22908.0,22957.1
NIFTY 50,23-05-2024,22614.1,22993.6,22577.45,22967.65
NIFTY 50,22-05-2024,22576.6,22629.5,22483.15,22597.8
NIFTY 50,21-05-2024,22404.55,22591.1,22404.55,22529.05
NIFTY 50,18-05-2024,22512.85,22520.25,22470.05,22502.0
NIFTY 50,17-05-2024,22415.25,22502.15,22345.65,22466.1
NIFTY 50,16-05-2024,22319.2,22432.25,22054.55,22403.85
NIFTY 50,15-05-2024,22255.6,22297.55,22151.75,22200.55
NIFTY 50,14-05-2024,22112.9,22270.05,22081.25,22217.85
NIFTY 50,13-05-2024,22027.95,22131.65,21821.05,22104.05
NIFTY 50,10-05-2024,21990.95,22131.3,21950.3,22055.2
NIFTY 50,09-05-2024,22224.8,22307.75,21932.4,21957.5
NIFTY 50,08-05-2024,22231.2,22368.65,22185.2,22302.5
NIFTY 50,07-05-2024,22489.75,22499.05,22232.05,22302.5
NIFTY 50,06-05-2024,22561.6,22588.8,22409.45,22442.7
NIFTY 50,03-05-2024,22766.35,22794.7,22348.05,22475.85
NIFTY 50,02-05-2024,22567.85,22710.5,22567.85,22648.2
NIFTY 50,30-04-2024,22679.65,22783.35,22568.4,22604.85
NIFTY 50,29-04-2024,22475.55,22655.8,22441.9,22643.4
NIFTY 50,26-04-2024,22620.4,22620.4,22385.55,22419.95
NIFTY 50,25-04-2024,22316.9,22625.95,22305.25,22570.35
NIFTY 50,24-04-2024,22421.55,22476.45,22384.0,22402.4
NIFTY 50,23-04-2024,22447.05,22447.55,22349.45,22368.0
NIFTY 50,22-04-2024,22336.9,22375.65,22198.15,22336.4
NIFTY 50,19-04-2024,21861.5,22179.55,21777.65,22147.0
NIFTY 50,18-04-2024,22212.35,22326.5,21961.7,21995.85
NIFTY 50,16-04-2024,22125.3,22213.75,22079.45,22147.9
NIFTY 50,15-04-2024,22339.05,22427.45,22259.55,22272.5
NIFTY 50,12-04-2024,22677.4,22726.45,22503.75,22519.4
NIFTY 50,10-04-2024,22720.25,22775.7,22673.7,22753.8
NIFTY 50,09-04-2024,22765.1,22768.4,22612.25,22642.75
NIFTY 50,08-04-2024,22578.35,22697.3,22550.35,22666.3
NIFTY 50,05-04-2024,22486.4,22537.6,22427.6,22513.7
NIFTY 50,04-04-2024,22592.1,22619.0,22303.8,22514.65
NIFTY 50,03-04-2024,22385.7,22521.1,22346.5,22434.65
NIFTY 50,02-04-2024,22458.8,22497.6,22388.15,22453.3
NIFTY 50,01-04-2024,22455.0,22529.95,22427.75,22462.0
NIFTY 50,28-03-2024,22163.6,22516.0,22163.6,22326.9
NIFTY 50,27-03-2024,22053.95,22193.6,22052.85,22123.65
NIFTY 50,26-03-2024,21947.9,22073.2,21947.55,22004.7
NIFTY 50,22-03-2024,21932.2,22180.7,21883.3,22096.75
NIFTY 50,21-03-2024,21989.9,22080.95,21941.3,22011.95
NIFTY 50,20-03-2024,21843.9,21930.9,21710.2,21839.1
NIFTY 50,19-03-2024,21946.45,21978.3,21793.1,21817.45
NIFTY 50,18-03-2024,21990.1,22123.7,21916.55,22055.7
NIFTY 50,15-03-2024,22064.85,22120.9,21931.7,22023.35
NIFTY 50,14-03-2024,21982.55,22204.6,21917.5,22146.65
NIFTY 50,13-03-2024,22432.2,22446.75,21905.65,21997.7
NIFTY 50,12-03-2024,22334.45,22452.55,22256.0,22335.7
NIFTY 50,11-03-2024,22517.5,22526.6,22307.25,22332.65
NIFTY 50,07-03-2024,22505.3,22525.65,22430.0,22493.55
NIFTY 50,06-03-2024,22327.5,22497.2,22224.35,22474.05
NIFTY 50,05-03-2024,22371.25,22416.9,22269.15,22356.3
NIFTY 50,04-03-2024,22403.5,22440.9,22358.3,22405.6
NIFTY 50,02-03-2024,22406.95,22419.55,22367.05,22378.4
NIFTY 50,01-03-2024,22048.3,22353.3,22047.75,22338.75
NIFTY 50,29-02-2024,21935.2,22060.55,21860.65,21982.8
NIFTY 50,28-02-2024,22214.1,22229.15,21915.85,21951.15
NIFTY 50,27-02-2024,22090.2,22218.25,22085.65,22198.35
NIFTY 50,26-02-2024,22169.2,22202.15,22075.15,22122.05
NIFTY 50,23-02-2024,22290.0,22297.5,22186.1,22212.7
NIFTY 50,22-02-2024,22081.55,22252.5,21875.25,22217.45
NIFTY 50,21-02-2024,22248.85,22249.4,21997.95,22055.05
NIFTY 50,20-02-2024,22099.2,22215.6,22045.85,22196.95
NIFTY 50,19-02-2024,22103.45,22186.65,22021.05,22122.25
NIFTY 50,16-02-2024,22020.3,22068.65,21968.95,22040.7
NIFTY 50,15-02-2024,21906.55,21953.85,21794.8,21910.75
NIFTY 50,14-02-2024,21578.15,21870.85,21530.2,21840.05
NIFTY 50,13-02-2024,21664.3,21766.8,21543.35,21743.25
NIFTY 50,12-02-2024,21800.8,21831.7,21574.75,21616.05
NIFTY 50,09-02-2024,21727.0,21804.45,21629.9,21782.5
NIFTY 50,08-02-2024,22009.65,22011.05,21665.3,21717.95
NIFTY 50,07-02-2024,22045.05,22053.3,21860.15,21930.5
NIFTY 50,06-02-2024,21825.2,21951.4,21737.55,21929.4
NIFTY 50,05-02-2024,21921.05,21964.3,21726.95,21771.7
NIFTY 50,02-02-2024,21812.75,22126.8,21805.55,21853.8
NIFTY 50,01-02-2024,21780.65,21832.95,21658.75,21697.45
NIFTY 50,31-01-2024,21487.25,21741.35,21448.85,21725.7
NIFTY 50,30-01-2024,21775.75,21813.05,21501.8,21522.1
NIFTY 50,29-01-2024,21433.1,21763.25,21429.6,21737.6
NIFTY 50,25-01-2024,21454.6,21459.0,21247.05,21352.6
NIFTY 50,24-01-2024,21185.25,21482.35,21137.2,21453.95
NIFTY 50,23-01-2024,21716.7,21750.25,21192.6,21238.8
NIFTY 50,20-01-2024,21706.15,21720.3,21541.8,21571.8
NIFTY 50,19-01-2024,21615.2,21670.6,21575.0,21622.4
NIFTY 50,18-01-2024,21414.2,21539.4,21285.55,21462.25
NIFTY 50,17-01-2024,21647.25,21851.5,21550.45,21571.95
NIFTY 50,16-01-2024,22080.5,22124.15,21969.8,22032.3
NIFTY 50,15-01-2024,22053.15,22115.55,21963.55,22097.45
NIFTY 50,12-01-2024,21773.55,21928.25,21715.15,21894.55
NIFTY 50,11-01-2024,21688.0,21726.5,21593.75,21647.2
NIFTY 50,10-01-2024,21529.3,21641.85,21448.65,21618.7
NIFTY 50,09-01-2024,21653.6,21724.45,21517.85,21544.85
NIFTY 50,08-01-2024,21747.6,21763.95,21492.9,21513.0
NIFTY 50,05-01-2024,21705.75,21749.6,21629.2,21710.8
NIFTY 50,04-01-2024,21605.8,21685.65,21564.55,21658.6
NIFTY 50,03-01-2024,21661.1,21677.0,21500.35,21517.35
NIFTY 50,02-01-2024,21751.35,21755.6,21555.65,21665.8
NIFTY 50,01-01-2024,21727.75,21834.35,21680.85,21741.9
NIFTY 50,29-12-2023,21737.65,21770.3,21676.9,21731.4
NIFTY 50,28-12-2023,21715.0,21801.45,21678.0,21778.7
NIFTY 50,27-12-2023,21497.65,21675.75,21495.8,21654.75
NIFTY 50,26-12-2023,21365.2,21477.15,21329.45,21441.35
NIFTY 50,22-12-2023,21295.85,21390.5,21232.45,21349.4
NIFTY 50,21-12-2023,21033.95,21288.35,20976.8,21255.05
NIFTY 50,20-12-2023,21543.5,21593.0,21087.35,21150.15
NIFTY 50,19-12-2023,21477.65,21505.05,21337.75,21453.1
NIFTY 50,18-12-2023,21434.8,21482.8,21365.35,21418.65
NIFTY 50,15-12-2023,21287.45,21492.3,21235.3,21456.65
NIFTY 50,14-12-2023,21110.4,21210.9,21074.45,21182.7
NIFTY 50,13-12-2023,20929.75,20950.0,20769.5,20926.35
NIFTY 50,12-12-2023,21018.55,21037.9,20867.15,20906.4
NIFTY 50,11-12-2023,20965.3,21026.1,20923.7,20997.1
NIFTY 50,08-12-2023,20934.1,21006.1,20862.7,20969.4
NIFTY 50,07-12-2023,20932.4,20941.25,20850.8,20901.15
NIFTY 50,06-12-2023,20950.75,20961.95,20852.15,20937.7
NIFTY 50,05-12-2023,20808.9,20864.05,20711.15,20855.1
NIFTY 50,04-12-2023,20601.95,20702.65,20507.75,20686.8
NIFTY 50,01-12-2023,20194.1,20291.55,20183.7,20267.9
NIFTY 50,30-11-2023,20108.5,20158.7,20015.85,20133.15
NIFTY 50,29-11-2023,19976.55,20104.65,19956.3,20096.6
NIFTY 50,28-11-2023,19844.65,19916.85,19800.0,19889.7
NIFTY 50,24-11-2023,19809.6,19832.85,19768.85,19794.7
NIFTY 50,23-11-2023,19828.45,19875.15,19786.75,19802.0
NIFTY 50,22-11-2023,19784.0,19825.55,19703.85,19811.85
NIFTY 50,21-11-2023,19770.9,19829.1,19754.05,19783.4
NIFTY 50,20-11-2023,19731.15,19756.45,19670.5,19694.0
NIFTY 50,17-11-2023,19674.75,19806.0,19667.45,19731.8
NIFTY 50,16-11-2023,19674.7,19875.25,19627.0,19765.2
NIFTY 50,15-11-2023,19651.4,19693.2,19579.65,19675.45
NIFTY 50,13-11-2023,19486.75,19494.4,19414.75,19443.55
NIFTY 50,12-11-2023,19547.25,19547.25,19510.25,19525.55
NIFTY 50,10-11-2023,19351.85,19451.3,19329.45,19425.35
NIFTY 50,09-11-2023,19457.4,19463.9,19378.35,19395.3
NIFTY 50,08-11-2023,19449.6,19464.4,19401.5,19443.5
NIFTY 50,07-11-2023,19404.05,19423.5,19329.1,19406.7
NIFTY 50,06-11-2023,19345.85,19423.0,19309.7,19411.75
NIFTY 50,03-11-2023,19241.0,19276.25,19210.9,19230.6
NIFTY 50,02-11-2023,19120.0,19175.25,19064.15,19133.25
NIFTY 50,01-11-2023,19064.05,19096.05,18973.7,18989.15
NIFTY 50,31-10-2023,19232.95,19233.7,19056.45,19079.6
NIFTY 50,30-10-2023,19053.4,19158.5,18940.0,19140.9
NIFTY 50,27-10-2023,18928.75,19076.15,18926.65,19047.25
NIFTY 50,26-10-2023,19027.25,19041.7,18837.85,18857.25
NIFTY 50,25-10-2023,19286.45,19347.3,19074.15,19122.15
NIFTY 50,23-10-2023,19521.6,19556.85,19257.85,19281.75
NIFTY 50,20-10-2023,19542.15,19593.8,19518.7,19542.65
NIFTY 50,19-10-2023,19545.2,19681.8,19512.35,19624.7
NIFTY 50,18-10-2023,19820.45,19840.95,19659.95,19671.1
NIFTY 50,17-10-2023,19843.2,19849.75,19775.65,19811.5
NIFTY 50,16-10-2023,19737.25,19781.3,19691.85,19731.75
NIFTY 50,13-10-2023,19654.55,19805.4,19635.3,19751.05
NIFTY 50,12-10-2023,19822.7,19843.3,19772.65,19794.0
NIFTY 50,11-10-2023,19767.0,19839.2,19756.95,19811.35
NIFTY 50,10-10-2023,19565.6,19717.8,19565.45,19689.85
NIFTY 50,09-10-2023,19539.45,19588.95,19480.5,19512.35
NIFTY 50,06-10-2023,19621.2,19675.75,19589.4,19653.5
NIFTY 50,05-10-2023,19521.85,19576.95,19487.3,19545.75
NIFTY 50,04-10-2023,19446.3,19457.8,19333.6,19436.1
NIFTY 50,03-10-2023,19622.4,19623.2,19479.65,19528.75
NIFTY 50,29-09-2023,19581.2,19726.25,19551.05,19638.3
NIFTY 50,28-09-2023,19761.8,19766.65,19492.1,19523.55
NIFTY 50,27-09-2023,19637.05,19730.7,19554.0,19716.45
NIFTY 50,26-09-2023,19682.8,19699.35,19637.45,19664.7
NIFTY 50,25-09-2023,19678.2,19734.15,19601.55,19674.55
NIFTY 50,22-09-2023,19744.85,19798.65,19657.5,19674.25
NIFTY 50,21-09-2023,19840.55,19848.75,19709.95,19742.35
NIFTY 50,20-09-2023,19980.75,20050.65,19878.85,19901.4
NIFTY 50,18-09-2023,20155.95,20195.35,20115.7,20133.3
NIFTY 50,15-09-2023,20156.45,20222.45,20129.7,20192.35
NIFTY 50,14-09-2023,20127.95,20167.65,20043.45,20103.1
NIFTY 50,13-09-2023,19989.5,20096.9,19944.1,20070.0
NIFTY 50,12-09-2023,20110.15,20110.35,19914.65,19993.2
NIFTY 50,11-09-2023,19890.0,20008.15,19865.35,19996.35
NIFTY 50,08-09-2023,19774.8,19867.15,19728.05,19819.95
NIFTY 50,07-09-2023,19598.65,19737.0,19550.05,19727.05
NIFTY 50,06-09-2023,19581.2,19636.45,19491.5,19611.05
NIFTY 50,05-09-2023,19564.65,19587.05,19525.75,19574.9
NIFTY 50,04-09-2023,19525.05,19545.15,19432.85,19528.8
NIFTY 50,01-09-2023,19258.15,19458.55,19255.7,19435.3
NIFTY 50,31-08-2023,19375.55,19388.2,19223.65,19253.8
NIFTY 50,30-08-2023,19433.45,19452.8,19334.75,19347.45
NIFTY 50,29-08-2023,19374.85,19377.9,19309.1,19342.65
NIFTY 50,28-08-2023,19298.35,19366.85,19249.7,19306.05
NIFTY 50,25-08-2023,19297.4,19339.55,19229.7,19265.8
NIFTY 50,24-08-2023,19535.15,19584.45,19369.0,19386.7
NIFTY 50,23-08-2023,19439.2,19472.05,19366.6,19444.0
NIFTY 50,22-08-2023,19417.1,19443.5,19381.3,19396.45
NIFTY 50,21-08-2023,19320.65,19425.95,19296.3,19393.6
NIFTY 50,18-08-2023,19301.75,19373.8,19253.6,19310.15
NIFTY 50,17-08-2023,19450.55,19461.55,19326.25,19365.25
NIFTY 50,16-08-2023,19369.0,19482.75,19317.2,19465.0
NIFTY 50,14-08-2023,19383.95,19465.85,19257.9,19434.55
NIFTY 50,11-08-2023,19554.25,19557.75,19412.75,19428.3
NIFTY 50,10-08-2023,19605.55,19623.6,19495.4,19543.1
NIFTY 50,09-08-2023,19578.8,19645.5,19467.5,19632.55
NIFTY 50,08-08-2023,19627.2,19634.4,19533.1,19570.85
NIFTY 50,07-08-2023,19576.85,19620.45,19524.8,19597.3
NIFTY 50,04-08-2023,19462.8,19538.85,19436.45,19517.0
NIFTY 50,03-08-2023,19463.75,19537.65,19296.45,19381.65
NIFTY 50,02-08-2023,19655.4,19678.25,19423.55,19526.55
NIFTY 50,01-08-2023,19784.0,19795.6,19704.6,19733.55
NIFTY 50,31-07-2023,19666.35,19772.75,19597.6,19753.8
NIFTY 50,28-07-2023,19659.75,19695.9,19563.1,19646.05
NIFTY 50,27-07-2023,19850.9,19867.55,19603.55,19659.9
NIFTY 50,26-07-2023,19733.35,19825.6,19716.7,19778.3
NIFTY 50,25-07-2023,19729.35,19729.35,19615.95,19680.6
NIFTY 50,24-07-2023,19748.45,19782.75,19658.3,19672.35
NIFTY 50,21-07-2023,19800.45,19887.4,19700.0,19745.0
NIFTY 50,20-07-2023,19831.7,19991.85,19758.4,19979.15
NIFTY 50,19-07-2023,19802.95,19851.7,19727.45,19833.15
NIFTY 50,18-07-2023,19787.5,19819.45,19690.2,19749.25
NIFTY 50,17-07-2023,19612.15,19731.85,19562.95,19711.45
NIFTY 50,14-07-2023,19493.45,19595.35,19433.5,19564.5
NIFTY 50,13-07-2023,19495.2,19567.0,19385.8,19413.75
NIFTY 50,12-07-2023,19497.45,19507.7,19361.75,19384.3
NIFTY 50,11-07-2023,19427.1,19515.1,19406.45,19439.4
NIFTY 50,10-07-2023,19400.35,19435.85,19327.1,19355.9
NIFTY 50,07-07-2023,19422.8,19523.6,19303.6,19331.8
NIFTY 50,06-07-2023,19385.7,19512.2,19373.0,19497.3
NIFTY 50,05-07-2023,19405.95,19421.6,19339.6,19398.5
NIFTY 50,04-07-2023,19406.6,19434.15,19300.0,19389.0
NIFTY 50,03-07-2023,19246.5,19345.1,19234.4,19322.55
NIFTY 50,30-06-2023,19076.85,19201.7,19024.6,19189.05
NIFTY 50,28-06-2023,18908.15,19011.25,18861.35,18972.1
NIFTY 50,27-06-2023,18748.55,18829.25,18714.25,18817.4
NIFTY 50,26-06-2023,18682.35,18722.05,18646.7,18691.2
NIFTY 50,23-06-2023,18741.85,18756.4,18647.1,18665.5
NIFTY 50,22-06-2023,18853.6,18886.6,18759.5,18771.25
NIFTY 50,21-06-2023,18849.4,18875.9,18794.85,18856.85
NIFTY 50,20-06-2023,18752.35,18839.7,18660.65,18816.7
NIFTY 50,19-06-2023,18873.3,18881.45,18719.15,18755.45
NIFTY 50,16-06-2023,18723.3,18864.7,18710.5,18826.0
NIFTY 50,15-06-2023,18774.45,18794.1,18669.05,18688.1
NIFTY 50,14-06-2023,18744.6,18769.7,18690.0,18755.9
NIFTY 50,13-06-2023,18631.8,18728.9,18631.8,18716.15
NIFTY 50,12-06-2023,18595.05,18633.6,18559.75,18601.5
NIFTY 50,09-06-2023,18655.9,18676.65,18555.4,18563.4
NIFTY 50,08-06-2023,18725.35,18777.9,18615.6,18634.55
NIFTY 50,07-06-2023,18665.6,18738.95,18636.0,18726.4
NIFTY 50,06-06-2023,18600.8,18622.75,18531.6,18599.0
NIFTY 50,05-06-2023,18612.0,18640.15,18582.8,18593.85
NIFTY 50,02-06-2023,18550.85,18573.7,18478.4,18534.1
NIFTY 50,01-06-2023,18579.4,18580.3,18464.55,18487.75
NIFTY 50,31-05-2023,18594.2,18603.9,18483.85,18534.4
NIFTY 50,30-05-2023,18606.65,18662.45,18575.5,18633.85
NIFTY 50,29-05-2023,18619.15,18641.2,18581.25,18598.65
